"46015800","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAFAEL MATEU CÁMARA","RAFAEL MATEU CÁMARA","Púb.","PZ","CERAMISTA GIMENO","S/N",46006,"VALENCIA","València","963354124","963334373",39.4547,-0.379055
"46012771","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RODRÍGUEZ FORNOS","RODRÍGUEZ FORNOS","Púb.","CL","VIRGEN DE LA CABEZA","26",46014,"VALENCIA","València","963540042","963540024",39.4606,-0.397015
"46012811","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SALVADOR TUSET","SALVADOR TUSET","Púb.","CL","ALAMO","2",46025,"VALENCIA","València","963402440","",39.4913,-0.391152
"46012471","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN FERNANDO","SAN FERNANDO","Púb.","CL","BELLUS","5-7",46010,"VALENCIA","València","963612067","963612067",39.4856,-0.368289
"46012631","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN PEDRO","SAN PEDRO","Púb.","CL","PEDRO DE VALENCIA","S/N",46022,"VALENCIA","València","963722576","",39.4692,-0.337336
"46013463","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SARA FERNÁNDEZ","SARA FERNÁNDEZ","Púb.","CL","REVERENDO JOSÉ NOGUERA","4",46017,"VALENCIA","València","963785637","963774069",39.4461,-0.39171
"46012321","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SECTOR AÉREO","SECTOR AÉREO","Púb.","CL","SANTA CRUZ DE TENERIFE","1",46018,"VALENCIA","València","963859172","963859172",39.4666,-0.39878
"46019799","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","REI EN JAUME","REI EN JAUME","Púb.","CL","ALACANT","S/N",46134,"FOIOS","València","961480045","961492187",39.5374,-0.351139
"46012446","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TORREFIEL","TORREFIEL","Púb.","CL","ERUDITO PAGES","1",46019,"VALENCIA","València","963650665","963689065",39.4954,-0.377854
"46009009","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MANUEL GONZÁLEZ MARTÍ","MANUEL GONZÁLEZ MARTÍ","Púb.","CL","ALQUERIA GILET","S/N",46016,"VALENCIA BENIFARAIG","València","963631451","963160065",39.5302,-0.380702
"46009071","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BENIMÀMET","BENIMÀMET","Púb.","CL","RAFAEL TENES ESCRICH","56",46035,"VALENCIA BENIMAMET-BENIFERRI","València","963400028","963478266",39.5012,-0.411872
"46009061","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ARQUITECTO SANTIAGO CALATRAVA","ARQUITECTO SANTIAGO CALATRAVA","Púb.","CM","VIEJO DE PATERNA","S/N",46035,"VALENCIA BENIMAMET-BENIFERRI","València","963406210","963406210",39.4941,-0.418744
"46017304","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","JUAN COMENIUS","JUAN COMENIUS","Priv.","CL","MÚSICO JARQUE CUALLADÓ","9",46009,"VALENCIA","València","963467057","963400552",39.4886,-0.383827
"46010735","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MERCURIO","MERCURIO","Priv.","CL","RUAYA","16",46009,"VALENCIA","València","963472036","963484679",39.4856,-0.375043
"46010255","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN PEDRO PASCUAL","SAN PEDRO PASCUAL","Priv.","CL","MAESTRO GUERRERO","3",46008,"VALENCIA","València","963856808","963847394",39.4735,-0.392745
"46001874","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","LA MILAGROSA","CENTRE EDUCACIÓ INFANTIL LA MILAGROSA","Priv.","CL","SAN MIGUEL","38",46830,"BENIGÁNIM","València","962215066","962215911",38.9416,-0.442334
"46018606","ESCOLA PÚBLICA DE MÚSICA","MUNICIPAL","E. DE MÚSICA MUNICIPAL","Púb.","CL","ESGLÉSIA","27",46812,"AIELO DE MALFERIT","València","962360720","",38.8782,-0.589753
"46000092","CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA","MARE DE DÉU DE L'OLIVAR II","MARE DE DÉU DE L'OLIVAR II","Priv.","AV","PAIS VALENCIA","S/N",46970,"ALAQUÀS","València","961507291","961507291",39.4564,-0.461082
"46000377","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","PARROQUIAL DON JOSÉ LLUCH","PARROQUIAL DON JOSÉ LLUCH","Priv.","AV","DIVINO MAESTRO","15",46120,"ALBORAYA","València","961855985","961861445",39.5004,-0.354052
"46000407","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA MARÍA-MARIANISTAS","SANTA MARÍA-MARIANISTAS","Priv.","CL","MAESTRO SERRANO","2",46120,"ALBORAYA","València","961858209","963171112",39.4955,-0.353952
"46000468","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTÍSIMO CRISTO DE LA FE","SANTÍSIMO CRISTO DE LA FE","Priv.","CL","SAN MARTÍN","25",46290,"ALCÀSSER","València","961230307","961240790 ",39.3686,-0.443707
"46000936","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","GUÍA, SL","GUÍA, SL","Priv.","CL","TAULETA","27",46910,"ALFAFAR","València","963750377","963752185",39.4212,-0.385584
"46001126","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DE LA SALUD","NUESTRA SEÑORA DE LA SALUD","Priv.","PD","BERCA","S/N",46680,"ALGEMESÍ","València","962481050","962420382",39.1823,-0.43735
"46001308","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","YOCRIS","YOCRIS","Priv.","AV","DERECHOS HUMANOS","S/N",46132,"ALMÀSSERA","València","961851057","",39.5146,-0.3548
"46012070","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN ROQUE","SAN ROQUE","Priv.","CL","JOSÉ GROLLO","20",46025,"VALENCIA","València","963491658","963491800",39.4909,-0.390664
"03004961","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL CARMEN","NUESTRA SEÑORA DEL CARMEN","Priv.","PD","ALGOROS.CRTA MATOLA, KM. 2","",3296,"ELX ALGODA-MATOLA","Alacant","966631355","966636273",38.2475,-0.719132
"03006232","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MARÍA INMACULADA","MARÍA INMACULADA","Priv.","CL","MESTRE ANGEL RIBES","7",3730,"XÀBIA","Alacant","965791170","965794200",38.7913,0.164033
"03012724","INSTITUT D'EDUCACIÓ SECUNDÀRIA","BERNAT DE SARRIÀ","INSTITUT EDUCACIÓ SECUNDÀRIA BERNAT DE SARRIÀ","Púb.","PD","SALT DE L'AIGUA","S/N",3503,"BENIDORM","Alacant","966802603","966802649",38.5559,-0.121536
"03010843","INSTITUT D'EDUCACIÓ SECUNDÀRIA","L'ALMADRAVA","INSTITUT EDUCACIÓ SECUNDÀRIA L'ALMADRAVA","Púb.","PD","SALT DE L'AIGUA","S/N",3503,"BENIDORM","Alacant","965860906","965860906",38.555,-0.122421
"12002658","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CARBONAIRE","CENTRE EDUCACIÓ INFANTIL (1) CARBONAIRE","Priv.","BO","CARBONAIRE, C. 5-3","",12600,"VALL D'UIXÓ (LA)","Castelló","964661870","",39.8286,-0.235316
"12003924","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA SEMINARIO MENOR DIOCESANO","SEMINARIO MENOR DIOCESANO","SEMINARIO MENOR DIOCESANO","Priv.","CL","VALENCIA","9",12400,"SEGORBE","Castelló","964710100","964710701",39.8513,-0.487615
"12002282","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA LA MILAGROSA","LA MILAGROSA","LA MILAGROSA","Priv.","CL","ROMUALDO AMIGO","4",12400,"SEGORBE","Castelló","964710094","964713180",39.8494,-0.492593
"12002968","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DE LA CONSOLACIÓN","NUESTRA SEÑORA DE LA CONSOLACIÓN","Priv.","CL","MADRE MARÍA ROSA MOLAS","1-3",12540,"VILA-REAL","Castelló","964520193","964534789",39.933,-0.103732
"12004931","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SEMINARI MENOR DIOCESÀ MATER DEI","SEMINARI MENOR DIOCESÀ MATER DEI","Priv.","PD","DE LA MAGDALENA","S/N",12004,"CASTELLÓ DE LA PLANA","Castelló","964398528","964398552",40.0274,-0.004249
"03011771","CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS ","","F.P.A.","Púb.","PD","DEL NEGRET","S/N",3600,"ELDA","Alacant","965381743","",38.4647,-0.797303
"03013042","CENTRE AUTORITZAT ELEMENTAL DE DANSA","INMA CORTES","C.ELEMENTAL DE DANSA INMA CORTES","Priv.","CL","MURILLO","7",3802,"ALCOI","Alacant","965330022","",38.6941,-0.485523
"03001726","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTÍSIMO SACRAMENTO FEYDA","SANTÍSIMO SACRAMENTO FEYDA","Priv.","CL","TREINTA DE MARZO","1",3012,"ALACANT","Alacant","965258356","965259401",38.3563,-0.48475
"03000047","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA RAMBLA","LA RAMBLA","Púb.","AV","DE ALCOY","S/N",3698,"AGOST","Alacant","965691412","",38.4384,-0.635608
"03002408","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA CANALES Y MARTÍNEZ","CANALES Y MARTÍNEZ","CANALES Y MARTÍNEZ","Púb.","CL","COMUNIDAD VALENCIANA","64",3160,"ALMORADÍ","Alacant","965700819","965700819",38.1074,-0.787218
"03002470","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA VIRGEN DEL PILAR","VIRGEN DEL PILAR","VIRGEN DEL PILAR","Púb.","CL","MAESTRO FIDEL GOMEZ","1",3187,"MONTESINOS (LOS)","Alacant","966721031","966720029",38.0293,-0.742478
"03013054","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA PASCUAL ANDREU","PASCUAL ANDREU","PASCUAL ANDREU","Púb.","LG","FINCA DE LES PALMERES","S/N",3160,"ALMORADÍ","Alacant","965700924","",38.1132,-0.797678
"46020248","INSTITUTO DE EDUCACIÓN SECUNDARIA ","","INSTITUTO EDUCACIÓN SECUNDARIA","Púb.","AV","DE VALENCIA","17",46140,"ADEMUZ","València","978782100","978782100",40.065,-1.28437
"46020261","INSTITUT D'EDUCACIÓ SECUNDÀRIA","","INSTITUT EDUCACIÓ SECUNDÀRIA","Púb.","CL","SEGORBE","2",46180,"BENAGUASIL","València","962730225","962730067",39.6002,-0.58788
"46003512","INSTITUTO DE EDUCACIÓN SECUNDARIA RICARDO MARÍN IBÁNEZ","RICARDO MARÍN IBÁNEZ","INSTITUTO EDUCACIÓN SECUNDARIA RICARDO MARÍN IBÁNEZ","Púb.","CL","PUERTA ZAFA","36",46380,"CHESTE","València","962511212","962510316",39.498,-0.68634
"46020297","INSTITUTO DE EDUCACIÓN SECUNDARIA ","","INSTITUTO EDUCACIÓN SECUNDARIA","Púb.","PZ","MANUEL TOLSA","S/N",46810,"ENGUERA","València","962224190","962225653",38.9813,-0.686796
"46019601","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS ASES","CENTRE F.PROFESSIONAL CENTRO DE ESTUDIOS ASES","Priv.","CL","JESÚS","104",46007,"VALENCIA","València","963804172","963805060",39.4611,-0.387998
"46007219","ESCUELA DE VITICULTURA Y ENOLOGÍA FÉLIX JIMÉNEZ","FÉLIX JIMÉNEZ","ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ","Púb.","PZ","PASCUAL CARRIÓN","5",46340,"REQUENA","València","962301475","962301475",39.4905,-1.09987
"46020327","INSTITUT D'EDUCACIÓ SECUNDÀRIA","","INSTITUT EDUCACIÓ SECUNDÀRIA","Púb.","AV","DEL POLIDEPORTIVO","S/N",46190,"RIBA-ROJA DE TÚRIA","València","962771761","962771761",39.5466,-0.57951
"46017742","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","DIPUTACIÓ","F.P.A. DIPUTACIÓ","Púb.","CL","JUAN DE GARAY","23",46017,"VALENCIA","València","963883032","963883035",39.4536,-0.396017
"46006446","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EL ARMELAR","EL ARMELAR","Priv.","CR","PISTA DE ADEMUZ, KM. 5","",46980,"PATERNA","València","961383112","961373593",39.5085,-0.429701
"46006501","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTO TOMÁS DE AQUINO","SANTO TOMÁS DE AQUINO","Priv.","CL","610","27",46182,"PATERNA CAÑADA (LA)","València","961320416","961320416",39.5319,-0.466629
"46006677","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA NOSTRA ESCOLA COMARCAL","LA NOSTRA ESCOLA COMARCAL","Priv.","PD","LES CANYADES (APT. 121)","S/N",46220,"PICASSENT","València","961231933","961242093",39.3967,-0.4825
"46006872","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ALFINACH","ALFINACH","Priv.","CM","DE MAGRANERS","S/N",46530,"PUÇOL","València","961420892","961465169",39.6234,-0.329209
"46003159","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","PURÍSIMA CONCEPCIÓN","PURÍSIMA CONCEPCIÓN","Priv.","PZ","DEL CASTELL","2",46930,"QUART DE POBLET","València","961531973","961531973",39.4839,-0.44073
"46018898","ESCOLA PRIVADA DE MÚSICA","JOAQUÍN RODRIGO","E. DE MÚSICA JOAQUÍN RODRIGO","Priv.","CL","CRONISTA CHABRET","6",46500,"SAGUNT","València","962662016","",39.6807,-0.277893
"46018801","ESCOLA PRIVADA DE MÚSICA","EDUARDO ARNAU","E. DE MÚSICA EDUARDO ARNAU","Priv.","PZ","DEL PRAT COMARCAL","S/N",46760,"TAVERNES DE LA VALLDIGNA","València","962823121","",39.0712,-0.261891
"46008522","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","SQUEMA","C.E.ESPECIAL SQUEMA","Priv.","CL","FONT DE MANYES","2",46901,"TORRENT MONTE VEDAT","València","961550462","961550462",39.416,-0.495211
"46008650","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EL VEDAT","EL VEDAT","Priv.","CL","CAMINO DEL REALÓN","19",46900,"TORRENT","València","961580544","961580608",39.4108,-0.467972
"46006811","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SANTA ANA","SANTA ANA","Priv.","CL","MAJOR","10",46670,"POBLA LLARGA (LA)","València","962970791","",39.0853,-0.476097
"46005351","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN","SAGRADO CORAZÓN","Priv.","CL","EDUARDO ROMERO","6",46133,"MELIANA","València","961493430","961493430",39.5292,-0.347933
"46005612","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JAIME APÓSTOL","SAN JAIME APÓSTOL","Priv.","CL","AUSIÀS MARCH","7",46113,"MONCADA","València","961309001","961309129",39.5449,-0.392501
"46000109","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","MARE DE DEU DE L'OLIVAR I","MARE DE DEU DE L'OLIVAR I","Priv.","CM","VELL DE TORRENT","14",46970,"ALAQUÀS","València","961502317","961502317",39.456,-0.463089
"46018953","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA MURTERA","LA MURTERA","Púb.","CL","JOSE ESCRIVA","S/N",46724,"ADOR - PALMA DE GANDIA","València","962808306","962809071",38.9223,-0.223911
"46000328","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","LA MILAGROSA","LA MILAGROSA","Priv.","CL","HOSPITAL","5",46260,"ALBERIC","València","962441194","962443808",39.1175,-0.518071
"46000845","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MARIANO SERRA","MARIANO SERRA","Priv.","CM","FONDO","S/N",46960,"ALDAIA","València","961504515","961519123",39.4652,-0.45251
"46000948","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MARÍA INMACULADA","MARÍA INMACULADA","Priv.","CL","DELS FURS","25",46910,"ALFAFAR","València","963750478","963750478",39.4238,-0.392815
"46001096","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ DE CALASANZ","SAN JOSÉ DE CALASANZ","Priv.","CL","ESCUELAS PÍAS","30",46680,"ALGEMESÍ","València","962482264","962424007",39.195,-0.431331
"46001254","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN DE JESÚS","SAGRADO CORAZÓN DE JESÚS","Priv.","CL","ALFONSO","33",46230,"ALGINET","València","961751465","961750256",39.2598,-0.468786
"46018187","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA","LIRA ALMUSAFENSE","C.A.ENS.ART.PROFESSIONALS DE MÚSICA LIRA ALMUSAFENSE","Priv.","CL","AUSIÀS MARCH","37",46440,"ALMUSSAFES","València","961784469","",39.2938,-0.414
"46000614","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SANTOS PATRONOS","SANTOS PATRONOS","Priv.","CL","BENITO PÉREZ GALDÓS","52",46600,"ALZIRA","València","962412131","962455066",39.1498,-0.433842
"46001667","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ASUNCIÓN DE NUESTRA SEÑORA","ASUNCIÓN DE NUESTRA SEÑORA","Priv.","CL","PEDRALBA","38",46180,"BENAGUASIL","València","962730108","962731714",39.5958,-0.586706
"46001795","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","LA SAFOR, COOP. VALENCIANA","CENTRE F.PROFESSIONAL LA SAFOR, COOP. VALENCIANA","Priv.","CL","SANT MARC","10",46722,"BENIARJÓ","València","962800145","962800651",38.9322,-0.188482
"46001941","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCLAVAS SAGRADO CORAZÓN DE JESÚS","ESCLAVAS SAGRADO CORAZÓN DE JESÚS","Priv.","CL","CONVENT","2",46700,"BENIRREDRÀ","València","962860410","962860176",38.9619,-0.189949
"03014113","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","ÁNGEL DE LA GUARDA II","ÁNGEL DE LA GUARDA II","Priv.","CL","ANDALUCIA","20",3016,"ALACANT","Alacant","965261899","965261900",38.3671,-0.454624
"46002350","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA FONTAINE","LA FONTAINE","Priv.","CL","MENDIZABAL","88",46100,"BURJASSOT","València","963631790","963902757",39.5128,-0.415615
"46002301","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NATIVIDAD DE NUESTRA SEÑORA","NATIVIDAD DE NUESTRA SEÑORA","Priv.","CL","ESPARTERO","2",46100,"BURJASSOT","València","963635262","963634802",39.5026,-0.41317
"46002258","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SAN MIGUEL ARCÁNGEL","SAN MIGUEL ARCÁNGEL","Priv.","CL","PATRIARCA","1",46100,"BURJASSOT","València","963639965","963639965",39.5054,-0.406762
"46002520","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANT ANTONI ABAT","SANT ANTONI ABAT","Priv.","AV","9 D'OCTUBRE","24",46650,"CANALS","València","962241010","962241010",38.9587,-0.585224
"03010727","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ANDREU SEMPERE","INSTITUT EDUCACIÓ SECUNDÀRIA ANDREU SEMPERE","Púb.","CL","ISABEL LA CATOLICA","46",3803,"ALCOI","Alacant","965338157","965338182",38.7033,-0.482572
"03000394","INSTITUT D'EDUCACIÓ SECUNDÀRIA","PARE VITORIA","INSTITUT EDUCACIÓ SECUNDÀRIA PARE VITORIA","Púb.","AV","DE ELCHE","15",3801,"ALCOI","Alacant","965540455","965545049",38.6875,-0.475878
"03000400","INSTITUT D'EDUCACIÓ SECUNDÀRIA","COTES BAIXES","INSTITUT EDUCACIÓ SECUNDÀRIA COTES BAIXES","Púb.","PG","COTES BAIXES","S/N",3804,"ALCOI","Alacant","965523161","966520359",38.7138,-0.463346
"03002573","INSTITUT D'EDUCACIÓ SECUNDÀRIA","BELLAGUARDA","INSTITUT EDUCACIÓ SECUNDÀRIA BELLAGUARDA","Púb.","CL","GALOTXA","1",3590,"ALTEA","Alacant","965840754","965843347",38.6047,-0.045746
"03010831","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ALTAIA","INSTITUT EDUCACIÓ SECUNDÀRIA ALTAIA","Púb.","CL","BENIDORM","11",3590,"ALTEA","Alacant","965844361","966882331",38.6002,-0.055581
"03004909","CENTRE PRIVAT DE PÁRVULS I PRIMÀRIA","SAN JOSÉ","SAN JOSÉ","Priv.","CL","ARTURO SALVETTI PARDO","29",3206,"ELX","Alacant","965461557","",38.2742,-0.707234
"03012256","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SERRA GELADA","SERRA GELADA","Púb.","AV","MALTA","2",3503,"BENIDORM","Alacant","966805505","966802103",38.5411,-0.097096
"03010193","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EMILIO VARELA","EMILIO VARELA","Púb.","CL","DEL CLOT","10",3011,"ALACANT","Alacant","965171473","965171473",38.377,-0.495533
"03011987","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ENRIC VALOR","ENRIC VALOR","Púb.","CL","SANT LLORENÇ","33",3007,"ALACANT","Alacant","965287844","965287844",38.3404,-0.515918
"03001623","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NUESTRA SEÑORA DE LA PAZ","NUESTRA SEÑORA DE LA PAZ","Púb.","CL","ABOGADO PÉREZ MIRETE","S/N",3011,"ALACANT","Alacant","965182991","965184991",38.3737,-0.492125
"03001647","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PRÁCTICAS-LA ANEJA","PRÁCTICAS-LA ANEJA","Púb.","CL","MONTE TOSSAL","S/N",3004,"ALACANT","Alacant","965207852","965145497",38.352,-0.493242
"03001601","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAMPOAMOR","CAMPOAMOR","Púb.","PS","DE CAMPOAMOR","1",3010,"ALACANT","Alacant","965251880","965251880",38.3551,-0.48708
"03001660","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN FRANCISCO DE ASÍS","SAN FRANCISCO DE ASÍS","Púb.","CL","CEFEO","82",3006,"ALACANT","Alacant","965281312","965107913",38.3476,-0.515231
"03001957","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTÍSIMA FAZ","SANTÍSIMA FAZ","Púb.","CL","B. PACO LATORRE","S/N",3015,"ALACANT","Alacant","965176374","965176374",38.3775,-0.485252
"03010284","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MIGUEL HERNÁNDEZ","MIGUEL HERNÁNDEZ","Púb.","CL","SANTA TERESA DE JORNET","2",3804,"ALCOI","Alacant","965331075","965331075",38.7037,-0.466919
"03000266","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN VICENTE","SAN VICENTE","Púb.","CL","SAN VICENTE","50",3801,"ALCOI","Alacant","965548182","965548182",38.6903,-0.472831
"46020339","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","AVAPACE-VIRGEN DE AGOSTO","C.E.ESPECIAL AVAPACE-VIRGEN DE AGOSTO","Priv.","CL","LLOMETA DEL MAS","S/N",46117,"BÉTERA","València","961601200","963604437",39.5838,-0.473072
"46020406","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CARLES SALVADOR","INSTITUT EDUCACIÓ SECUNDÀRIA CARLES SALVADOR","Púb.","CL","MONESTIR DE POBLET","S/N",46960,"ALDAIA","València","961511829","961511829",39.4613,-0.457606
"12004898","CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS E.C.DE L'ALT PALÀNCIA","E.C.DE L'ALT PALÀNCIA","F.P.A. E.C.DE L'ALT PALÀNCIA","Púb.","CL","BONIFACIO FERRER","2",12400,"SEGORBE","Castelló","964712363","964710607",39.8507,-0.490907
"46003615","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DE LA SALUD","NUESTRA SEÑORA DE LA SALUD","Priv.","CL","VALENCIA","27",46950,"XIRIVELLA","València","963135883","963135884",39.4654,-0.423548
"46019155","CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS JAIME I","JAIME I","F.P.A. JAIME I","Púb.","CL","SOLANO","1",46140,"ADEMUZ","València","978782470","978782470",40.0601,-1.28578
"46019167","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","ENRIC VALOR","F.P.A. ENRIC VALOR","Púb.","CL","PADRE GUILLEM (CASTILLO PALACIO ALAQUÀS)","2",46970,"ALAQUÀS","València","961122828","961519212",39.4579,-0.456501
"46019180","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","CLARA CAMPOAMOR","F.P.A. CLARA CAMPOAMOR","Púb.","CL","SAN FRANCISCO","52",46960,"ALDAIA","València","961513503","961513503",39.4624,-0.463432
"46019179","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","ENRIC VALOR","F.P.A. ENRIC VALOR","Púb.","CL","RONDA DE ALGEMESI","2",46600,"ALZIRA","València","962410669","962410669",39.1529,-0.440969
"03014289","CENTRE DOCENT PRIVAT ESTRANGER","XABIA INTERNATIONAL COLLEGE","XABIA INTERNATIONAL COLLEGE","Priv.","CR","CAP LA NAU","21",3730,"XÀBIA","Alacant","966471785","966471785",38.7584,0.214566
"46005636","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ","SAN JOSÉ","Priv.","CL","VALENCIA","32",46113,"MONCADA","València","961393299","",39.5441,-0.401331
"46017286","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA MASIA","LA MASIA","Priv.","CL","LES BARRAQUES","S/N",46136,"MUSEROS","València","961441212","961450008",39.561,-0.345495
"46005983","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA CONCEPCIÓN","LA CONCEPCIÓN","Priv.","AV","SAN FRANCISCO","5",46870,"ONTINYENT","València","962380100","962380120",38.829,-0.607574
"46006161","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA INMACULADA","LA INMACULADA","Priv.","CL","ANTIC REGNE DE VALENCIA","35",46200,"PAIPORTA","València","963971153","963972940",39.4265,-0.417652
"46006264","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCUELA 2","ESCUELA 2","Priv.","CL","578","2",46182,"PATERNA CAÑADA (LA)","València","961329017","961329157",39.527,-0.469397
